id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,League,G90,A90,G+A90,xG90,xA90,xG+A90
2401,Muniain,23,1801,3,5.403210893273354,7,6.416975133121014,27,69,2,0,M S,Athletic Club,2,3.9166556522250175,10.116808906197548,4.4816879555583,La_Liga,0.14991671293725709,0.34980566352026654,0.4997223764575236,0.2700105388087739,0.3206706063192067,0.5906811451279805
2484,Iñigo Martínez,20,1747,3,1.9105375781655312,0,0.2314288597553968,20,3,6,2,D S,Athletic Club,3,1.9105375781655312,2.656249396502972,2.50750445574522,La_Liga,0.15455065827132228,0.0,0.15455065827132228,0.09842494678586021,0.011922494206059365,0.11034744099191958
2537,Sandro Ramírez,18,1103,3,2.314326054416597,0,0.4379971660673618,39,8,5,0,F S,Getafe,3,2.314326054416597,3.156876191496849,1.1424018740653992,La_Liga,0.24478694469628287,0.0,0.24478694469628287,0.18883893463054735,0.03573866268908663,0.22457759731963398
2621,Sergi Darder,24,2066,3,1.817059960216284,5,2.233891664072871,31,21,1,0,M,Espanyol,3,1.817059960216284,8.017274310812354,5.510835397988558,La_Liga,0.13068731848983545,0.21781219748305905,0.3484995159728945,0.07915556457863773,0.09731377045815992,0.17646933503679765
3208,Óscar Trejo,23,1577,3,3.383864162489772,9,3.816967273131013,17,46,9,0,F M S,Rayo Vallecano,0,1.154031353071332,7.2386560663580894,3.653222322463989,La_Liga,0.17121116043119847,0.5136334812935954,0.6848446417247939,0.1931184366671398,0.21783579872022266,0.4109542353873624
3425,Thomas Lemar,19,1277,3,3.268508395180106,5,3.529157422482968,24,30,2,0,M S,Atletico Madrid,3,3.268508395180106,9.186005037277935,5.282704696059227,La_Liga,0.21143304620203604,0.35238841033672674,0.5638214565387628,0.2303568955099527,0.24872683478736657,0.47908373029731927
4146,Fidel,22,1612,3,2.13794338516891,3,3.18698036018759,14,26,6,0,M S,Elche,2,1.394665716215968,7.506219606846571,4.392590876668692,La_Liga,0.1674937965260546,0.1674937965260546,0.3349875930521092,0.11936408477990193,0.17793314666059748,0.2972972314404994
4177,Álex Fernández,22,1483,3,2.190141635015607,1,0.6816282607614994,13,14,2,0,F M S,Cadiz,2,0.7035864163190126,2.8598329834640026,1.995308630168438,La_Liga,0.18206338503034392,0.060687795010114634,0.24275118004045854,0.13291486658894444,0.04136651616219484,0.17428138275113927
5169,Youssef En-Nesyri,13,771,3,4.328203309327364,1,1.1050363034009931,20,5,0,0,F S,Sevilla,2,3.5849256552755837,5.895889364182949,1.7205926850438118,La_Liga,0.35019455252918286,0.11673151750972763,0.4669260700389105,0.5052377403884082,0.12899256459933772,0.6342303049877459
5212,Sergi Guardiola,20,868,3,3.600572462193668,2,0.719113202765584,32,7,2,0,F S,Rayo Vallecano,3,3.600572462193668,6.012518651783466,2.0204450711607933,La_Liga,0.3110599078341014,0.2073732718894009,0.5184331797235023,0.37333124607998863,0.07456242885818266,0.4478936749381713
